visitorid,itemid,transactionid
693709,224405,13797
693709,367230,17129
693709,393115,14580
693709,393115,3063
693709,449435,4013
693975,2455,2262
694497,118401,13993
694977,317922,16037
695025,246555,1750
695025,300536,1750
695025,303870,1750
695074,104342,13737
695198,430267,16544
695604,191264,9294
695620,424806,9592
695657,66974,16992
695747,253452,6479
696046,332005,7631
696363,446306,13968
696363,446306,9870
696393,445351,6721
696424,394840,16057
696774,294267,4498
697009,284901,4100
697361,19976,11886
697366,461686,6662
697408,232172,12197
697408,265326,12197
697413,221501,818
697413,55264,818
697426,5470,16101
697585,151178,6790
697585,34320,6790
697629,335054,16672
697687,95838,5234
697734,249188,69
697828,419653,11827
697830,223355,15974
698124,387478,14469
698162,350525,17140
698640,371585,16369
698812,276886,3666
698812,359861,3666
698812,464404,3666
698812,54558,3666
698816,13398,15916
698816,175914,15916
698846,403933,6594
698958,130800,10351
698973,182302,16907
699183,104864,71
699183,271864,71
699341,257551,2810
699342,231501,13378
699505,130815,1947
699764,277746,3623
699789,217352,10475
700066,455570,16232
700110,429846,3284
700128,261288,7346
700240,218277,1583
700303,388536,5226
700303,388536,5226
700327,131080,4874
700595,95819,7350
700623,74833,4259
700680,133224,15109
700839,343808,15156
700847,274435,11016
700881,67438,11306
700903,252340,9560
701119,465833,15046
701145,194356,10000
701326,348178,417
701621,127036,9843
701621,191034,1898
701722,302478,14515
701722,302478,15246
701750,35477,11422
701781,118151,1533
702000,129020,10321
702000,129020,10321
702055,218648,14336
702070,274119,15447
702147,420960,14323
702314,190732,4163
702504,374825,1377
702866,255708,15486
702866,255708,2379
703023,572,13569
703221,457064,16503
703222,172842,12512
703222,172842,3244
703309,233008,14356
703309,266249,14356
703309,389158,14356
703462,259884,9689
703502,26747,10394
703540,216241,2326
703540,444190,2326
703691,445860,9211
703762,304685,8007
703762,39854,1397
704586,215355,13457
704586,461686,13457
704666,23356,6088
704800,14890,7749
704927,187323,17017
705174,162745,11371
705177,319855,5346
705439,338960,1867
705439,338960,6178
705439,92466,7712
705492,42002,16113
705492,42002,5486
705542,102471,11994
705542,108740,12688
705542,11279,1648
705542,116624,15368
705542,119298,7951
705542,119736,11660
705542,119736,15368
705542,119736,196
705542,119736,278
705542,119736,5519
705542,120070,2839
705542,12217,2013
705542,132714,3787
705542,136329,5160
705542,138834,1153
705542,139789,5966
705542,143931,8860
705542,147294,8982
705542,150236,12956
705542,151471,7074
705542,157081,12157
705542,160343,9458
705542,168367,12956
705542,173938,10149
705542,176162,16442
705542,177382,1473
705542,17766,2724
705542,179601,5496
705542,181021,15601
705542,189265,9832
705542,19883,6699
705542,204057,234
705542,205313,10665
705542,20940,15827
705542,20968,13328
705542,20968,17567
705542,215505,15368
705542,216391,10665
705542,221980,7243
705542,22347,12956
705542,225028,7243
705542,23477,12901
705542,241149,7243
705542,244458,16884
705542,245005,7951
705542,264521,5519
705542,275625,6796
705542,275625,8596
705542,284547,4458
705542,288032,15529
705542,290999,196
705542,295537,11736
705542,300784,2921
705542,303573,1355
705542,313931,12078
705542,313931,12078
705542,320130,12274
705542,324621,1394
705542,331644,6140
705542,338660,15368
705542,340800,17545
705542,34220,278
705542,342366,8984
705542,342727,15281
705542,354585,6933
705542,371344,11416
705542,376974,14876
705542,37794,774
705542,384302,196
705542,388536,8018
705542,390799,6640
705542,393252,17363
705542,393509,35
705542,396713,4805
705542,399592,14139
705542,42146,8121
705542,424186,11660
705542,426947,7329
705542,428646,1435
705542,43487,7243
705542,436379,9904
705542,440050,15601
705542,442871,15321
705542,444593,8547
705542,444712,3795
705542,449559,5160
705542,456056,5160
705542,458009,16799
705542,460188,7733
705542,46156,15824
705542,546,13672
705542,546,5928
705542,5821,11724
705542,69454,14876
705542,70084,4553
705542,70818,15912
705542,7372,13948
705542,74789,8984
705542,7943,4118
705542,95447,13841
705611,408203,14186
705834,223985,10244
705834,455641,10244
706050,7943,4400
706387,130371,4999
706387,130371,6786
706387,130371,9105
706640,165648,15060
706640,165648,8505
707002,278872,1931
707112,387747,8330
707368,173486,8143
707728,247948,16349
707844,436694,12384
708329,349876,3157
708533,244204,6970
708596,271930,5387
708918,275559,5911
709126,188148,10780
709263,446820,3790
709484,320081,12002
709484,354881,12002
709578,340578,17228
709797,371155,14439
709834,161613,6714
709834,91231,6714
709888,143104,152
709940,264133,16171
710143,19545,16011
710152,21970,16009
710159,455275,8698
710299,277746,3669
710338,232917,3961
710338,257590,9563
710338,294424,6496
710338,31058,4404
710338,316753,6448
710338,340108,315
710338,365015,2621
710338,450950,12266
710338,77587,974
710338,96127,8564
710623,190246,15687
710895,430397,7115
711110,171878,11677
711110,461686,11677
711118,462206,17264
711167,253156,2112
711222,52815,13387
711318,20911,123
711410,278319,2943
711410,311578,2943
711410,349539,2943
711733,38965,512
711810,251396,735
711901,452045,8177
711913,127995,1028
712121,251655,3882
712241,241555,13208
712440,48388,17457
712443,445821,12705
712608,20218,3120
712632,291394,9195
712705,252780,5126
712773,379652,13791
712844,366421,11307
712880,105190,11472
713127,436694,9464
713186,39759,15934
713283,444531,16449
713283,444531,17003
713408,308991,12957
713553,123175,13198
713670,184442,9830
713670,28384,1140
713698,225963,2523
713728,217605,14436
713838,417621,8061
713967,99675,5488
714734,250942,16599
714734,354153,5847
714740,174538,5767
715210,164344,8151
715260,240641,16168
715680,457622,16281
715804,32591,9973
715804,459835,9973
715832,217538,14249
715832,31078,14249
715841,312728,13000
716315,197455,12377
716315,227602,2543
716315,240558,2543
716609,234390,8026
716683,172108,15518
716938,220513,8092
716947,121814,15363
717072,356668,8292
717226,153767,5720
717294,268883,6469
717336,80554,1869
717370,357133,11280
717396,218770,8208
717701,13730,1659
717705,52039,7760
717708,325852,9087
717862,213834,1973
717862,445351,1973
717866,159095,7378
718044,281735,10522
718052,454944,12511
718266,187351,691
718266,294531,691
718279,126332,5438
718314,413599,601
718461,314789,5734
718708,124065,2173
718708,240558,2173
718708,366734,2173
718708,400946,15384
718708,44554,2173
718723,193481,16985
718723,239538,4800
718748,16304,524
718851,47415,11914
718852,32625,11268
719055,72422,6538
719153,136095,9332
719153,296896,9332
719153,456656,9332
719301,340921,14665
719538,458271,4936
719605,341517,5977
719670,193853,10344
719915,340808,10381
719946,287467,3332
719967,39557,14792
720020,344527,10981
720275,167143,13675
720561,393799,5512
720666,290999,13894
720903,416017,14055
721106,341009,11910
721142,290509,2770
721641,123975,7355
721660,275625,15090
721749,331147,14419
721753,132245,6722
721849,234051,6540
721899,213239,3168
722267,161553,11062
722307,333093,8157
722312,456489,7212
722375,204761,13311
722406,458608,16759
722470,448601,5975
722512,277368,5227
722641,383767,3750
722657,197791,2354
722657,419980,2354
722862,254196,8553
722875,268972,4734
722953,11198,7571
722990,56630,11109
722990,56630,5634
722990,56630,9583
722990,96680,5634
722990,96680,9583
723092,127722,13303
723092,185211,13303
723092,273747,13303
723092,340327,10519
723092,38437,15767
723092,403477,6579
723092,406121,13303
723092,62800,13303
723092,73377,6579
723092,8641,13303
723092,8641,15767
723312,387562,10410
723403,273104,11030
723619,128240,6537
723619,137528,6537
723619,187413,6537
723670,46156,485
723670,46156,4991
723877,178416,14917
723877,178416,15525
724060,66405,7519
724334,362868,8015
724403,459139,12440
724423,84973,3528
724521,37029,10773
724587,140248,1721
724618,244571,412
724618,312728,12681
724618,370442,997
724900,461686,10317
724914,139971,5188
725007,279087,11094
725439,239514,12768
725562,137974,12417
725579,235664,17027
725579,73093,12108
725780,395184,16757
726006,350968,11894
726092,250397,7904
726092,337529,7904
726129,136700,8509
726288,204494,9057
726478,298135,13231
726478,355671,13231
726734,421788,699
727209,46232,7398
727357,213834,891
727357,277833,891
727370,436004,1266
727466,115556,14772
727466,88037,14772
727576,164130,12758
727576,182738,3972
727576,343104,12758
727576,7943,3972
727717,202600,4771
727717,274731,4771
727717,321848,4771
727739,224614,1227
727821,107367,7097
727930,161431,7267
728093,416017,17016
728219,215868,1868
728253,304742,7383
728266,179290,6260
728281,450082,2077
728314,259608,15725
728347,94014,8419
728421,386859,5657
728593,109116,890
728673,83450,16968
728701,345211,3849
728718,218385,2866
728718,314124,2866
728718,336131,2866
728718,372855,2866
728718,62275,2866
728779,389200,15872
728944,20218,5397
729148,298801,16241
729148,78172,16241
729150,129279,5997
729150,146855,7370
729150,192653,7370
729150,223958,5997
729150,237255,7370
729150,274499,5997
729150,280802,5997
729150,324707,5997
729150,400286,5997
729150,444677,7370
729150,45644,5997
729150,83103,5997
729150,98595,7370
729152,31514,12327
729155,269085,15520
729498,102410,2607
729498,161182,2607
729517,353237,11892
729517,353237,7559
729572,109025,8107
729641,172825,17204
729708,55925,14463
729726,13556,8919
729726,136576,12981
729806,317436,2410
729960,143230,3599
729960,298419,3599
729960,406553,3599
729960,425477,3599
730188,316753,21
730188,316753,4979
730192,100282,13639
730192,100282,4255
730192,100282,5556
730192,100282,8184
730510,402295,15467
730678,367030,14617
731015,213356,8165
731052,395952,4200
731313,176484,439
731313,264194,439
731313,279531,439
731313,461274,439
731376,427777,4550
731435,20305,9646
731580,103242,15158
731625,455399,15480
731857,292192,16012
731857,292192,2888
731881,276212,4377
731943,333803,1923
731998,214987,13493
731998,214987,15336
732066,448453,14481
732102,213834,15840
732102,445351,15840
732108,166122,10076
732108,78494,10076
732139,61273,3099
732232,316907,4213
732352,255094,5331
732352,390824,5331
732352,415822,5331
732504,262098,4327
732625,226366,12254
732725,358845,11476
732767,18726,3126
732767,396344,3126
732803,153778,2406
733458,546,11324
733771,396938,6343
734226,185346,12006
734350,187026,15859
734374,370395,12365
734432,182785,8788
734633,188836,17121
734633,42328,17121
734719,123212,15473
734846,45420,7232
734989,267961,14176
734989,267961,15377
735088,124065,11159
735090,227880,16397
735322,411486,9897
735385,11150,7800
735474,390206,595
735490,20218,13553
735763,171427,3515
736455,374243,391
736846,255741,4415
737053,150700,2073
737053,167543,16906
737053,190000,7200
737053,19135,17083
737053,198784,10452
737053,199899,2073
737053,206317,9736
737053,315084,11264
737053,41033,1810
737053,72911,2073
737166,302559,630
737329,252344,402
737341,217617,15839
737454,416017,5775
738182,193990,13602
738182,344305,13602
738182,55253,13602
738195,273747,8599
738198,46041,7811
738365,212917,1451
738410,217703,8428
738410,430200,8428
738499,84773,15883
738601,72435,2520
738700,409562,13233
738746,317691,2659
738746,384528,2659
738746,465680,2659
738773,65273,10999
738908,219755,12875
738908,254406,17345
739473,159822,3995
739473,392020,3995
739495,408179,14312
739647,385355,8134
739773,342077,1773
740116,14430,11663
740132,63960,8040
740132,88129,8040
740308,157004,2912
740324,162556,9656
740575,105334,5258
740575,36995,5258
740575,88672,5258
740720,137454,14704
740720,15466,14704
740743,234299,14906
740777,284048,1499
740861,45420,14916
741012,283405,15089
741119,415610,11284
741123,129794,514
741178,461686,17670
741296,417464,16826
741488,341482,17100
741539,136587,5736
741539,42819,5736
741611,16344,15897
741744,213834,2996
741744,445351,2996
741899,259884,4145
741945,393768,3456
741951,295075,142
742070,220513,14739
742163,421094,15028
742185,336377,7617
742661,150547,58
742698,213834,9836
742698,445351,9836
742824,292457,7158
742889,185348,16929
742963,315309,14705
742963,390877,14705
743101,256270,6516
743198,248636,11748
743285,261013,12281
743308,48030,11289
743319,207125,14011
743319,207125,16880
743466,243087,14278
743497,179714,11477
743537,173985,6855
743674,358476,14716
743832,277556,3417
743835,76196,13332
744118,169203,17185
744118,330045,17185
744123,166106,8020
744188,829,561
744243,42837,6158
744243,45216,6158
744315,17478,3383
744454,88446,14608
744474,314925,13798
744547,111405,7293
744651,342264,17503
744717,148790,15608
744769,221911,14343
745007,372254,15404
745037,239750,5446
745358,213829,3827
745358,318333,3827
745504,285995,4586
745620,461686,15796
745633,63102,2698
745633,63102,4948
745702,39440,7602
745802,260452,6987
745877,345807,15148
746204,404213,2422
746296,7369,8449
746343,198833,15900
746554,110424,61
746554,306590,2656
746554,306590,61
746554,306590,7455
